"วันที่"|"สัญชาติ"|"จำนวน"|"ค่าปรับ"
"2023-10-17"|"ESP"|"1"|"1000"
"2023-10-17"|"MEX"|"1"|"2000"
"2023-10-30"|"GBR"|"1"|"1000"
"2023-10-30"|"TWN"|"1"|"13500"
"2023-10-30"|"USA"|"2"|"14500"
"2023-10-30"|"AUS"|"1"|"4500"
"2023-10-30"|"DEU"|"1"|"1000"
"2023-10-29"|"USA"|"1"|"7500"
"2023-10-28"|"FRA"|"2"|"8000"
"2023-10-28"|"NLD"|"1"|"1500"
"2023-10-27"|"USA"|"2"|"6000"
"2023-10-27"|"NLD"|"2"|"3000"
"2023-10-27"|"CHN"|"2"|"24500"
"2023-10-25"|"DEU"|"1"|"5000"
"2023-10-24"|"CHN"|"2"|"20500"
"2023-10-24"|"AUS"|"1"|"3000"
"2023-10-24"|"USA"|"1"|"1000"
"2023-10-23"|"AUS"|"1"|"2000"
"2023-10-22"|"CHN"|"1"|"20000"
"2023-10-22"|"AUS"|"1"|"2000"
"2023-10-22"|"DEU"|"1"|"1000"
"2023-10-21"|"CHN"|"1"|"10000"
"2023-10-19"|"CHN"|"1"|"20000"
"2023-10-19"|"USA"|"1"|"2000"
"2023-10-19"|"VNM"|"1"|"1000"
"2023-10-19"|"AUT"|"1"|"1000"
"2023-10-19"|"NLD"|"1"|"1000"
"2023-10-18"|"CHN"|"4"|"12000"
"2023-10-18"|"NZL"|"1"|"4500"
"2023-10-02"|"CHN"|"3"|"18000"
"2023-10-02"|"IRL"|"1"|"2500"
"2023-11-08"|"MYS"|"1"|"1000"
"2023-11-08"|"AUS"|"1"|"1000"
"2023-11-14"|"USA"|"1"|"3000"
"2023-11-14"|"TWN"|"2"|"40000"
"2023-10-31"|"AUS"|"3"|"10000"
"2023-10-31"|"ISR"|"1"|"1500"
"2023-10-31"|"VNM"|"1"|"1500"
"2023-10-31"|"USA"|"1"|"1000"
"2023-10-20"|"CAN"|"1"|"1000"
"2023-10-20"|"USA"|"3"|"12000"
"2023-10-20"|"TWN"|"1"|"1500"
"2023-10-20"|"CHN"|"1"|"20000"
"2023-10-20"|"AUS"|"2"|"2000"
"2023-10-20"|"JPN"|"2"|"40000"
"2023-10-26"|"NZL"|"1"|"2000"
"2023-10-26"|"TUR"|"1"|"11500"
"2023-11-14"|"AUS"|"2"|"7000"
"2023-11-14"|"FRA"|"1"|"3500"
"2023-11-14"|"NOR"|"1"|"1000"
"2023-11-14"|"USA"|"1"|"1000"
"2023-11-14"|"CHE"|"1"|"1000"
"2023-11-12"|"USA"|"1"|"6500"
"2023-11-12"|"AUS"|"1"|"2000"
"2023-11-12"|"SGP"|"1"|"4500"
"2023-11-12"|"CHN"|"1"|"6500"
"2023-11-12"|"TWN"|"1"|"20000"
"2023-11-11"|"GBR"|"3"|"4000"
"2023-11-11"|"DEU"|"1"|"1000"
"2023-11-11"|"CHN"|"1"|"20000"
"2023-11-11"|"SGP"|"1"|"2000"
"2023-11-10"|"KOR"|"1"|"20000"
"2023-11-10"|"GBR"|"1"|"1000"
"2023-11-10"|"POL"|"1"|"1000"
"2023-11-09"|"USA"|"1"|"4000"
"2023-11-09"|"TWN"|"1"|"1000"
"2023-11-09"|"CHN"|"1"|"7000"
"2023-11-27"|"GBR"|"1"|"1000"
"2023-11-26"|"CHE"|"1"|"1000"
"2023-11-26"|"ESP"|"1"|"1000"
"2023-11-24"|"USA"|"3"|"8500"
"2023-11-24"|"IND"|"1"|"2500"
"2023-11-24"|"CHN"|"1"|"1000"
"2023-11-24"|"GBR"|"1"|"1500"
"2023-11-24"|"IRL"|"1"|"1000"
"2023-11-24"|"CAN"|"1"|"1000"
"2023-11-23"|"NZL"|"1"|"3000"
"2023-11-23"|"DEU"|"1"|"2500"
"2023-11-23"|"USA"|"4"|"4500"
"2023-11-23"|"AUS"|"1"|"2000"
"2023-11-23"|"SGP"|"1"|"1500"
"2023-11-22"|"GBR"|"1"|"1000"
"2023-11-22"|"SWE"|"2"|"2000"
"2023-11-22"|"AUS"|"2"|"7000"
"2023-11-22"|"CHN"|"1"|"2000"
"2023-11-22"|"CAN"|"1"|"6000"
"2023-11-22"|"DEU"|"1"|"2000"
"2023-11-21"|"USA"|"1"|"3000"
"2023-11-21"|"AUS"|"1"|"1000"
"2023-11-20"|"CHN"|"1"|"2000"
"2023-11-20"|"DEU"|"1"|"6500"
"2023-11-20"|"AUS"|"1"|"1000"
"2023-11-20"|"USA"|"1"|"2500"
"2023-11-18"|"CHN"|"1"|"20000"
"2023-11-18"|"USA"|"1"|"1000"
"2023-11-18"|"MYS"|"1"|"14500"
"2023-11-18"|"IDN"|"2"|"3500"
"2023-11-17"|"ESP"|"1"|"1000"
"2023-11-17"|"USA"|"3"|"15000"
"2023-11-17"|"CHN"|"1"|"20000"
"2023-11-16"|"IRL"|"1"|"1000"
"2023-11-16"|"MMR"|"1"|"4000"
"2023-11-16"|"LTU"|"1"|"4000"
"2023-11-16"|"FRA"|"1"|"3000"
"2023-11-15"|"TWN"|"2"|"38000"
"2023-11-15"|"AUS"|"1"|"7500"
"2023-11-15"|"SGP"|"1"|"1000"
"2023-11-15"|"CHN"|"1"|"20000"
"2023-11-28"|"FRA"|"1"|"1000"
"2023-11-30"|"DEU"|"1"|"1500"
"2023-11-30"|"GBR"|"1"|"11000"
"2023-11-30"|"USA"|"1"|"1000"
"2023-11-29"|"MEX"|"1"|"1000"
"2023-11-29"|"DEU"|"2"|"4000"
"2023-11-29"|"NLD"|"1"|"1000"
"2023-11-01"|"CHN"|"2"|"20000"
"2023-11-01"|"JPN"|"1"|"1000"
"2023-11-02"|"USA"|"1"|"1000"
"2023-11-03"|"USA"|"1"|"3000"
"2023-11-03"|"KOR"|"1"|"10000"
"2023-11-03"|"CYP"|"1"|"2000"
"2023-11-04"|"IRL"|"1"|"1500"
"2023-11-04"|"USA"|"3"|"10000"
"2023-11-04"|"RUS"|"4"|"48000"
"2023-11-04"|"HKG"|"1"|"2500"
"2023-11-04"|"AUS"|"1"|"1500"
"2023-11-05"|"USA"|"1"|"1000"
"2023-11-05"|"MMR"|"1"|"5500"
"2023-11-05"|"CAN"|"1"|"1500"
"2023-11-05"|"JPN"|"1"|"1500"
"2023-11-06"|"LVA"|"1"|"18000"
"2023-11-06"|"TUR"|"1"|"2500"
"2023-11-06"|"BRA"|"1"|"2000"
"2023-11-06"|"LTU"|"1"|"2000"
"2023-11-06"|"GBR"|"1"|"3500"
"2023-11-06"|"ZAF"|"1"|"1000"
"2023-11-06"|"USA"|"1"|"1000"
"2023-11-07"|"USA"|"4"|"9000"
"2023-11-07"|"PRT"|"1"|"1500"
"2023-11-13"|"CAN"|"1"|"12500"
"2023-11-19"|"BEL"|"1"|"1000"
"2023-11-19"|"POL"|"1"|"10500"
"2023-11-19"|"IRL"|"1"|"10500"
"2023-11-19"|"USA"|"1"|"1000"
"2023-11-25"|"TWN"|"1"|"1000"
"2023-11-25"|"GBR"|"1"|"500"
"2023-12-18"|"USA"|"3"|"6000"
"2023-12-18"|"CHN"|"1"|"20000"
"2023-12-17"|"AUS"|"1"|"1500"
"2023-12-16"|"TWN"|"2"|"16000"
"2023-12-16"|"USA"|"3"|"7000"
"2023-12-16"|"FRA"|"1"|"1000"
"2023-12-16"|"GBR"|"1"|"1000"
"2023-12-24"|"CHN"|"3"|"5500"
"2023-12-24"|"TWN"|"1"|"5000"
"2023-12-24"|"AUS"|"1"|"3000"
"2023-12-24"|"CAN"|"1"|"5000"
"2023-12-24"|"USA"|"1"|"1500"
"2023-12-22"|"CHN"|"1"|"20000"
"2023-12-21"|"USA"|"1"|"6000"
"2023-12-21"|"GBR"|"1"|"2000"
"2023-12-21"|"AUS"|"1"|"1000"
"2023-12-21"|"CHN"|"1"|"20000"
"2023-12-21"|"MMR"|"1"|"1500"
"2023-12-20"|"CHN"|"1"|"1000"
"2023-12-20"|"DEU"|"1"|"20000"
"2023-12-20"|"MMR"|"2"|"2000"
"2023-12-04"|"NLD"|"1"|"1000"
"2023-12-04"|"RUS"|"1"|"1500"
"2023-12-04"|"VUT"|"1"|"20000"
"2023-12-04"|"ESP"|"1"|"2000"
"2023-12-04"|"USA"|"1"|"2500"
"2023-12-06"|"GBR"|"3"|"4000"
"2023-12-06"|"MMR"|"1"|"4500"
"2023-12-06"|"FRA"|"2"|"3000"
"2023-12-06"|"CHN"|"1"|"20000"
"2023-12-06"|"USA"|"2"|"3500"
"2023-12-02"|"USA"|"3"|"4000"
"2023-12-02"|"CHE"|"2"|"3000"
"2023-12-02"|"NZL"|"1"|"1000"
"2023-12-02"|"ISR"|"1"|"7000"
"2023-12-02"|"MYS"|"1"|"2500"
"2023-12-02"|"DEU"|"1"|"2000"
"2023-12-03"|"IRL"|"1"|"1000"
"2023-12-03"|"GBR"|"3"|"8000"
"2023-12-03"|"FRA"|"1"|"1000"
"2023-12-03"|"CHN"|"2"|"2000"
"2023-12-03"|"AUS"|"1"|"1000"
"2023-12-03"|"MMR"|"3"|"10000"
"2023-12-03"|"JPN"|"1"|"20000"
"2023-12-09"|"NZL"|"2"|"2000"
"2023-12-09"|"KOR"|"1"|"3000"
"2023-12-09"|"JPN"|"1"|"1500"
"2023-12-10"|"USA"|"1"|"1500"
"2023-12-11"|"DNK"|"1"|"14500"
"2023-12-11"|"NOR"|"1"|"1000"
"2023-12-12"|"USA"|"1"|"9000"
"2023-12-12"|"GBR"|"1"|"2000"
"2023-12-12"|"ESP"|"2"|"4000"
"2023-12-14"|"GBR"|"1"|"1500"
"2023-12-14"|"POL"|"3"|"3000"
"2023-12-14"|"CHN"|"1"|"20000"
"2023-12-14"|"AUS"|"1"|"2500"
"2023-12-15"|"USA"|"2"|"8500"
"2023-12-15"|"GBR"|"1"|"2000"
"2023-12-15"|"AUS"|"2"|"3000"
"2023-12-15"|"CHN"|"1"|"20000"
"2024-01-01"|"GBR"|"1"|"1000"
"2024-01-01"|"NLD"|"1"|"5000"
"2024-01-01"|"FRA"|"1"|"3500"
"2024-01-01"|"CHE"|"1"|"1000"
"2024-01-02"|"AUS"|"1"|"2000"
"2024-01-02"|"CHN"|"1"|"4500"
"2024-01-02"|"USA"|"1"|"1000"
"2024-01-02"|"ESP"|"1"|"2000"
"2024-01-03"|"POL"|"2"|"2000"
"2024-01-03"|"GBR"|"1"|"3500"
"2024-01-03"|"TWN"|"1"|"1500"
"2024-01-03"|"DEU"|"2"|"2500"
"2024-01-04"|"AUS"|"3"|"3000"
"2024-01-04"|"USA"|"2"|"3500"
"2024-01-04"|"CHN"|"2"|"2000"
"2024-01-04"|"LVA"|"2"|"2000"
"2024-01-04"|"MEX"|"1"|"6500"
"2024-01-04"|"DEU"|"2"|"2000"
"2024-01-04"|"GBR"|"1"|"2500"
"2024-01-05"|"FRA"|"1"|"1000"
"2024-01-05"|"ITA"|"1"|"1000"
"2024-01-05"|"USA"|"2"|"4500"
"2024-01-05"|"MEX"|"1"|"2000"
"2024-01-05"|"PHL"|"1"|"1000"
"2024-01-05"|"CHN"|"3"|"40000"
"2024-01-05"|"ZAF"|"1"|"1000"
"2024-01-05"|"MMR"|"2"|"2000"
"2024-01-07"|"HKG"|"2"|"5500"
"2024-01-07"|"FRA"|"2"|"14000"
"2024-01-07"|"MEX"|"1"|"3000"
"2024-01-07"|"GBR"|"1"|"2000"
"2024-01-07"|"CHE"|"1"|"3000"
"2024-01-07"|"AUS"|"1"|"1000"
"2024-01-07"|"USA"|"1"|"3000"
"2024-01-07"|"NLD"|"1"|"2500"
"2024-01-08"|"CAN"|"1"|"1000"
"2024-01-08"|"AUS"|"2"|"4500"
"2024-01-08"|"MMR"|"2"|"6000"
"2024-01-08"|"GBR"|"2"|"22000"
"2024-01-09"|"FRA"|"2"|"3000"
"2024-01-09"|"SGP"|"1"|"1000"
"2024-01-09"|"USA"|"1"|"1500"
"2024-01-09"|"NZL"|"1"|"5500"
"2024-01-09"|"GBR"|"1"|"2000"
"2024-01-09"|"UZB"|"1"|"3000"
"2024-01-09"|"CHN"|"1"|"1000"
"2024-01-09"|"CHE"|"1"|"3500"
"2024-01-14"|"CHN"|"1"|"2500"
"2024-01-14"|"USA"|"4"|"24500"
"2024-01-14"|"GBR"|"1"|"1000"
"2024-01-13"|"GBR"|"1"|"5000"
"2024-01-13"|"MYS"|"1"|"1000"
"2024-01-13"|"CHN"|"2"|"2000"
"2024-01-13"|"MMR"|"1"|"1000"
"2024-01-13"|"AUS"|"1"|"1500"
"2024-01-13"|"ROU"|"3"|"3000"
"2024-01-13"|"FRA"|"2"|"4000"
"2024-01-13"|"TWN"|"1"|"7000"
"2024-01-11"|"USA"|"2"|"9500"
"2024-01-11"|"NOR"|"1"|"1500"
"2024-01-11"|"DEU"|"1"|"2500"
"2024-01-11"|"GBR"|"2"|"2500"
"2024-01-11"|"TWN"|"2"|"2000"
"2024-01-11"|"CHN"|"1"|"4000"
"2024-01-11"|"SGP"|"1"|"1000"
"2024-01-11"|"CAN"|"2"|"2000"
"2024-01-11"|"IRL"|"1"|"2500"
"2024-01-10"|"USA"|"5"|"35000"
"2024-01-10"|"MEX"|"1"|"3500"
"2024-01-10"|"TWN"|"1"|"6000"
"2024-01-10"|"GBR"|"1"|"2000"
"2024-01-10"|"NLD"|"1"|"2000"
"2024-01-10"|"CAN"|"1"|"1000"
"2024-01-10"|"CHE"|"1"|"9000"
"2024-01-10"|"CHN"|"1"|"1000"
"2024-01-15"|"AUS"|"1"|"1500"
"2024-01-15"|"CHN"|"1"|"20000"
"2024-01-15"|"GBR"|"2"|"2000"
"2024-01-15"|"ROU"|"2"|"4000"
"2024-01-15"|"DEU"|"1"|"2000"
"2024-01-15"|"KOR"|"1"|"10500"
"2024-01-16"|"CAN"|"1"|"7500"
"2024-01-16"|"JPN"|"1"|"1500"
"2024-01-16"|"GBR"|"1"|"6000"
"2024-01-16"|"BGR"|"1"|"1000"
"2024-01-16"|"USA"|"1"|"1000"
"2024-01-16"|"SGP"|"1"|"1500"
"2024-01-16"|"CHN"|"1"|"1000"
"2024-01-16"|"HKG"|"1"|"1500"
"2024-01-17"|"CHN"|"2"|"40000"
"2024-01-17"|"GBR"|"2"|"13000"
"2024-01-17"|"FRA"|"1"|"1000"
"2024-01-17"|"USA"|"2"|"2000"
"2024-01-17"|"AUT"|"1"|"8500"
"2024-01-17"|"SGP"|"1"|"1500"
"2024-01-17"|"DEU"|"1"|"2000"
"2024-01-18"|"CAN"|"1"|"2500"
"2024-01-18"|"LVA"|"2"|"4000"
"2024-01-18"|"TWN"|"2"|"2000"
"2024-01-18"|"USA"|"2"|"3000"
"2024-01-18"|"DEU"|"1"|"2000"
"2024-01-18"|"ESP"|"1"|"5000"
"2024-01-19"|"GBR"|"3"|"18000"
"2024-01-19"|"NLD"|"1"|"9000"
"2024-01-19"|"CHN"|"3"|"60000"
"2024-01-19"|"USA"|"1"|"1000"
"2024-01-19"|"DEU"|"1"|"20000"
"2024-01-20"|"TWN"|"1"|"2000"
"2024-01-20"|"SGP"|"1"|"1500"
"2024-01-20"|"FRA"|"1"|"20000"
"2024-01-20"|"CHN"|"5"|"100000"
"2024-01-21"|"CHN"|"2"|"40000"
"2024-01-21"|"AUS"|"1"|"2000"
"2024-01-21"|"ROU"|"1"|"1500"
"2024-01-21"|"ISR"|"2"|"2000"
"2024-01-21"|"DEU"|"2"|"19000"
"2024-01-21"|"GBR"|"1"|"1000"
"2024-01-21"|"USA"|"1"|"1000"
"2024-01-22"|"FIN"|"1"|"4500"
"2024-01-22"|"USA"|"1"|"2000"
"2024-01-22"|"IRL"|"1"|"2000"
"2024-01-12"|"BEL"|"1"|"2000"
"2024-01-12"|"USA"|"1"|"2000"
"2024-01-12"|"USA"|"1"|"8000"
"2024-01-12"|"SGP"|"1"|"8000"
"2024-01-12"|"AUS"|"1"|"1000"
"2024-01-12"|"ISR"|"1"|"1000"
"2024-01-12"|"CHN"|"1"|"20000"
"2024-01-12"|"FRA"|"1"|"1000"
"2024-01-12"|"AUS"|"3"|"3500"
"2024-01-12"|"USA"|"2"|"3000"
"2024-01-23"|"MMR"|"2"|"5000"
"2024-01-23"|"USA"|"1"|"6500"
"2024-01-23"|"DEU"|"1"|"2000"
"2024-01-23"|"USA"|"1"|"17000"
"2024-01-23"|"GBR"|"2"|"3000"
"2024-01-24"|"DEU"|"1"|"1000"
"2024-01-24"|"CAN"|"1"|"2500"
"2024-01-24"|"GBR"|"1"|"1500"
"2024-01-24"|"FRA"|"1"|"5500"
"2024-01-24"|"USA"|"1"|"9000"
"2024-01-24"|"NZL"|"1"|"13500"
"2024-01-24"|"CHN"|"1"|"1000"
"2024-01-24"|"KOR"|"1"|"20000"
"2024-01-24"|"MMR"|"1"|"1500"
"2024-01-24"|"DEU"|"1"|"1000"
"2024-01-25"|"MEX"|"1"|"4000"
"2024-01-25"|"CHN"|"1"|"1000"
"2024-01-25"|"MYS"|"1"|"1500"
"2024-01-25"|"CHN"|"2"|"40000"
"2024-01-25"|"SGP"|"1"|"1500"
"2024-01-25"|"USA"|"2"|"21000"
"2024-01-25"|"KOR"|"2"|"40000"
"2024-01-25"|"DNK"|"1"|"3500"
"2024-01-26"|"GBR"|"1"|"1500"
"2024-01-26"|"CAN"|"1"|"8500"
"2024-01-26"|"NZL"|"3"|"4500"
"2024-01-26"|"GBR"|"1"|"3000"
"2024-01-26"|"ESP"|"1"|"2000"
"2024-01-26"|"CHN"|"1"|"20000"
"2024-01-26"|"AUS"|"1"|"8500"
"2024-01-26"|"ROU"|"1"|"1500"
"2024-01-26"|"CHN"|"2"|"40000"
"2024-01-27"|"MMR"|"1"|"4000"
"2024-01-27"|"AUS"|"1"|"1000"
"2024-01-27"|"CHN"|"1"|"20000"
"2024-01-27"|"USA"|"2"|"9000"
"2024-01-27"|"ROU"|"2"|"2000"
"2024-01-27"|"AUS"|"1"|"2500"
"2024-01-27"|"GBR"|"2"|"15500"
"2024-01-28"|"USA"|"5"|"38500"
"2024-01-28"|"GBR"|"2"|"2000"
"2024-01-29"|"DEU"|"2"|"12500"
"2024-01-29"|"SWE"|"1"|"1500"
"2024-01-29"|"AUS"|"2"|"2000"
"2024-01-29"|"FRA"|"2"|"3000"
"2024-01-29"|"CHN"|"1"|"1000"
"2024-01-29"|"HKG"|"1"|"6000"
"2024-01-29"|"USA"|"2"|"4000"
"2024-01-29"|"KOR"|"1"|"1500"
"2024-01-31"|"CHN"|"2"|"23000"
"2024-01-31"|"GBR"|"1"|"1500"
"2024-01-31"|"BEL"|"2"|"4500"
"2024-01-31"|"CHE"|"1"|"2500"
"2024-01-31"|"CAN"|"2"|"2000"
"2024-01-31"|"SWE"|"2"|"2000"
"2024-01-31"|"MMR"|"1"|"5500"
"2024-01-31"|"POL"|"1"|"1000"
"2024-01-31"|"USA"|"1"|"1000"
"2024-01-30"|"CAN"|"1"|"16500"
"2024-01-30"|"NZL"|"1"|"1000"
"2024-01-30"|"DEU"|"3"|"4500"
"2024-01-30"|"AUT"|"1"|"2500"
"2024-01-30"|"MEX"|"1"|"2500"
"2024-01-30"|"GBR"|"1"|"2500"
"2024-01-30"|"AUS"|"1"|"1000"
"2024-01-30"|"FRA"|"1"|"1000"
"2024-01-06"|"LTU"|"2"|"2000"
"2024-01-06"|"USA"|"2"|"2000"
"2024-02-01"|"CHN"|"1"|"1500"
"2024-02-01"|"GBR"|"1"|"1500"
"2024-02-01"|"USA"|"3"|"3000"
"2024-02-01"|"GBR"|"4"|"4000"
"2024-02-01"|"AUS"|"1"|"2500"
"2024-02-01"|"GBR"|"2"|"6000"
"2024-02-01"|"CHN"|"1"|"2000"
"2024-02-01"|"USA"|"2"|"4000"
"2024-02-01"|"GBR"|"1"|"1500"
"2024-02-01"|"CHN"|"1"|"20000"
"2024-02-02"|"CHN"|"1"|"20000"
"2024-02-02"|"AUS"|"1"|"2000"
"2024-02-02"|"CHN"|"2"|"1000"
"2024-02-02"|"GBR"|"1"|"1500"
"2024-02-03"|"ROU"|"1"|"1000"
"2024-02-03"|"CHN"|"1"|"1500"
"2024-02-03"|"BEL"|"1"|"4000"
"2024-02-03"|"GBR"|"1"|"9500"
"2024-02-03"|"NLD"|"1"|"1000"
"2024-02-03"|"SGP"|"1"|"3000"
"2024-02-03"|"CAN"|"2"|"3000"
"2024-02-04"|"ESP"|"1"|"1000"
"2024-02-04"|"DNK"|"1"|"1000"
"2024-02-04"|"GBR"|"1"|"3000"
"2024-02-04"|"SGP"|"1"|"1000"
"2024-02-04"|"USA"|"2"|"2000"
"2024-02-04"|"CAN"|"1"|"3000"
"2024-02-04"|"USA"|"1"|"1000"
"2024-02-05"|"GBR"|"2"|"10500"
"2024-02-05"|"USA"|"1"|"1000"
"2024-02-05"|"CZE"|"1"|"3000"
"2024-02-05"|"USA"|"1"|"1000"
"2024-02-05"|"CHE"|"1"|"6000"
"2024-02-05"|"USA"|"1"|"2500"
"2024-02-05"|"GBR"|"1"|"2000"
"2024-02-05"|"CHN"|"1"|"20000"
"2024-02-05"|"JPN"|"1"|"2000"
"2024-02-05"|"DEU"|"1"|"2000"
"2024-02-05"|"CAN"|"2"|"5000"
"2024-02-06"|"GBR"|"1"|"1500"
"2024-02-06"|"USA"|"1"|"1000"
"2024-02-06"|"MYS"|"1"|"1000"
"2024-02-06"|"ITA"|"1"|"2000"
"2024-02-06"|"FRA"|"1"|"2000"
"2024-02-06"|"GBR"|"1"|"14000"
"2024-02-06"|"PRT"|"2"|"3000"
"2024-02-06"|"ZAF"|"1"|"2500"
"2024-02-06"|"CHN"|"1"|"1500"
"2024-02-06"|"CAN"|"1"|"3000"
"2024-02-07"|"USA"|"2"|"2000"
"2024-02-07"|"GBR"|"1"|"2000"
"2024-02-07"|"USA"|"2"|"3000"
"2024-02-07"|"CHN"|"1"|"20000"
"2024-02-07"|"GBR"|"2"|"4000"
"2024-02-07"|"KOR"|"1"|"3500"
"2024-02-08"|"USA"|"1"|"1000"
"2024-02-08"|"ISR"|"1"|"1000"
"2024-02-08"|"AUS"|"2"|"2000"
"2024-02-08"|"ISR"|"1"|"1500"
"2024-02-08"|"USA"|"1"|"2500"
"2024-02-09"|"USA"|"3"|"4500"
"2024-02-09"|"IRL"|"2"|"3000"
"2024-02-09"|"USA"|"1"|"6000"
"2024-02-09"|"FRA"|"1"|"3500"
"2024-02-10"|"JPN"|"2"|"2000"
"2024-02-10"|"PHL"|"1"|"1000"
"2024-02-10"|"USA"|"2"|"2000"
"2024-02-10"|"IRL"|"2"|"2000"
"2024-02-10"|"ITA"|"1"|"1000"
"2024-02-10"|"KOR"|"1"|"2500"
"2024-02-11"|"USA"|"1"|"1000"
"2024-02-11"|"AUS"|"1"|"1500"
"2024-02-11"|"IRL"|"1"|"1000"
"2024-02-11"|"NLD"|"2"|"12000"
"2024-02-11"|"GBR"|"1"|"13000"
"2024-02-11"|"MAR"|"1"|"20000"
"2024-02-11"|"USA"|"1"|"1000"
"2024-02-12"|"DEU"|"2"|"3000"
"2024-02-12"|"TWN"|"1"|"3000"
"2024-02-12"|"NLD"|"1"|"2000"
"2024-02-12"|"NOR"|"2"|"12000"
"2024-02-13"|"CAN"|"1"|"2000"
"2024-02-13"|"CHN"|"2"|"20000"
"2024-02-14"|"USA"|"2"|"2000"
"2024-02-14"|"MMR"|"1"|"2000"
"2024-02-14"|"DNK"|"1"|"16000"
"2024-02-14"|"MMR"|"1"|"1000"
"2024-02-14"|"GBR"|"1"|"5500"
"2024-02-14"|"MMR"|"2"|"2000"
"2024-02-15"|"USA"|"1"|"2500"
"2024-02-15"|"DEU"|"2"|"2000"
"2024-02-15"|"USA"|"2"|"3000"
"2024-02-15"|"AUS"|"1"|"1500"
"2024-02-15"|"CAN"|"1"|"1500"
"2024-02-15"|"CHE"|"1"|"1000"
"2024-02-15"|"ROU"|"1"|"1500"
"2024-02-16"|"USA"|"3"|"4000"
"2024-02-16"|"VNM"|"1"|"1000"
"2024-02-16"|"GBR"|"1"|"8500"
"2024-02-16"|"GBR"|"1"|"1000"
"2024-02-16"|"GBR"|"1"|"7500"
"2024-02-17"|"CAN"|"1"|"1000"
"2024-02-17"|"CHN"|"2"|"2000"
"2024-02-17"|"USA"|"2"|"3000"
"2024-02-17"|"SWE"|"3"|"3000"
"2024-02-17"|"AUS"|"3"|"4000"
"2024-02-17"|"GBR"|"1"|"1000"
"2024-02-17"|"SGP"|"1"|"1000"
"2024-02-17"|"USA"|"1"|"12500"
"2024-02-17"|"SRB"|"1"|"10500"
"2024-02-17"|"JPN"|"1"|"1000"
"2024-02-18"|"JPN"|"1"|"1500"
"2024-02-19"|"KOR"|"1"|"1000"
"2024-02-19"|"CHN"|"2"|"2000"
"2024-02-19"|"FRA"|"1"|"1000"
"2024-02-19"|"USA"|"1"|"1500"
"2024-02-20"|"USA"|"6"|"25500"
"2024-02-20"|"CHN"|"2"|"4500"
"2024-02-20"|"KOR"|"4"|"5000"
"2024-02-20"|"FRA"|"1"|"1000"
"2024-02-20"|"GBR"|"1"|"6500"
"2024-02-21"|"CHN"|"3"|"25000"
"2024-02-21"|"GBR"|"1"|"1000"
"2024-02-21"|"MMR"|"1"|"1000"
"2024-02-21"|"ISR"|"2"|"2000"
"2024-02-21"|"MAR"|"1"|"12000"
"2024-02-23"|"GBR"|"1"|"2000"
"2024-02-23"|"USA"|"4"|"12000"
"2024-02-23"|"PRT"|"1"|"1000"
"2024-02-23"|"TWN"|"2"|"3000"
"2024-02-23"|"ESP"|"1"|"3000"
"2024-02-23"|"NOR"|"1"|"2000"
"2024-02-23"|"CHN"|"12"|"22500"
"2024-02-23"|"FRA"|"1"|"1500"
"2024-02-24"|"NLD"|"1"|"1000"
"2024-02-24"|"POL"|"1"|"1000"
"2024-02-24"|"GBR"|"1"|"1000"
"2024-02-24"|"AUT"|"1"|"2000"
"2024-02-24"|"USA"|"3"|"32500"
"2024-02-24"|"DEU"|"1"|"1500"
"2024-02-24"|"CHN"|"5"|"26500"
"2024-02-25"|"CHN"|"5"|"12500"
"2024-02-25"|"ROU"|"1"|"1500"
"2024-02-25"|"USA"|"2"|"4000"
"2024-02-26"|"NLD"|"1"|"7000"
"2024-02-26"|"GBR"|"1"|"1500"
"2024-02-26"|"CHN"|"5"|"10500"
"2024-02-27"|"CHN"|"4"|"42500"
"2024-02-27"|"GRC"|"2"|"4000"
"2024-02-27"|"USA"|"2"|"2000"
"2024-02-27"|"BEL"|"1"|"1000"
"2024-02-27"|"JPN"|"1"|"3000"
"2024-02-22"|"CHN"|"6"|"18500"
"2024-02-22"|"BGR"|"1"|"1000"
"2024-02-22"|"IRL"|"1"|"1000"
"2024-02-22"|"POL"|"1"|"3000"
"2024-02-22"|"BIH"|"1"|"1000"
"2024-02-22"|"USA"|"1"|"1000"
"2024-02-22"|"GEO"|"1"|"1000"
"2024-02-28"|"USA"|"3"|"16000"
"2024-02-28"|"AUS"|"2"|"4500"
"2024-02-28"|"CAN"|"3"|"3000"
"2024-02-28"|"CHN"|"2"|"2000"
"2024-02-28"|"MEX"|"2"|"3000"
"2024-02-28"|"KOR"|"1"|"1000"
"2024-02-29"|"CHN"|"8"|"34000"
"2024-02-29"|"BEL"|"1"|"1500"
"2024-02-29"|"KOR"|"1"|"1000"
"2024-02-29"|"RUS"|"1"|"1000"
"2024-02-29"|"GBR"|"3"|"10500"
"2024-02-29"|"AUS"|"1"|"1000"
"2024-02-29"|"JPN"|"1"|"5000"
"2024-02-29"|"ROU"|"1"|"1500"
"2024-02-29"|"USA"|"1"|"1000"
"2024-03-01"|"FRA"|"1"|"2500"
"2024-03-01"|"HKG"|"1"|"5500"
"2024-03-01"|"USA"|"1"|"20000"
"2024-03-01"|"NLD"|"1"|"1000"
"2024-03-01"|"MMR"|"1"|"6500"
"2024-03-01"|"KOR"|"2"|"3000"
