"วันที่"|"สัญชาติ"|"จำนวน"|"ค่าปรับ"
"2025-04-14"|"ESP"|"1"|"1500"
"2025-04-28"|"CHN"|"4"|"63000"
"2025-04-28"|"GBR"|"1"|"2000"
"2025-04-25"|"CHN"|"2"|"40000"
"2025-04-25"|"MMR"|"1"|"1000"
"2025-04-21"|"CHN"|"2"|"25000"
"2025-04-16"|"GBR"|"1"|"5500"
"2025-04-15"|"USA"|"2"|"19500"
"2025-04-15"|"KOR"|"2"|"11000"
"2025-04-15"|"SWE"|"1"|"4500"
"2025-04-27"|"ESP"|"1"|"5500"
"2025-04-27"|"USA"|"1"|"1000"
"2025-04-26"|"MYS"|"1"|"20000"
"2025-04-26"|"CHN"|"1"|"20000"
"2025-04-25"|"CHN"|"2"|"40000"
"2025-04-25"|"MMR"|"1"|"1000"
"2025-04-24"|"CHN"|"2"|"25500"
"2025-04-24"|"ESP"|"1"|"3500"
"2025-04-22"|"AUS"|"1"|"3500"
"2025-04-22"|"CHN"|"1"|"18000"
"2025-04-22"|"USA"|"1"|"1500"
"2025-04-18"|"MMR"|"2"|"3000"
"2025-04-18"|"USA"|"2"|"2500"
"2025-04-18"|"CHN"|"3"|"60000"
"2025-04-18"|"HKG"|"1"|"3500"
"2025-04-18"|"DEU"|"1"|"2000"
"2025-04-29"|"CHN"|"6"|"101000"
"2025-04-29"|"CAN"|"1"|"20000"
"2025-04-29"|"GBR"|"1"|"1500"
"2025-04-11"|"MMR"|"3"|"3000"
"2025-04-11"|"CHN"|"1"|"20000"
"2025-04-11"|"USA"|"1"|"20000"
"2025-04-13"|"CHN"|"2"|"16500"
"2025-04-30"|"CHN"|"4"|"28000"
"2025-04-30"|"MYS"|"1"|"1000"
"2025-04-30"|"UKR"|"1"|"1000"
"2025-05-01"|"HKG"|"1"|"20000"
"2025-05-01"|"CHE"|"1"|"2000"
"2025-05-01"|"USA"|"1"|"20000"
"2025-05-01"|"GBR"|"1"|"2000"
"2025-05-01"|"CHN"|"2"|"21000"
"2025-05-01"|"KOR"|"3"|"4000"
"2025-05-01"|"MMR"|"1"|"8000"
"2025-05-02"|"CHN"|"1"|"20000"
"2025-05-02"|"MMR"|"1"|"8000"
"2025-05-02"|"USA"|"2"|"4000"
"2025-05-03"|"CHN"|"1"|"10000"
"2025-05-03"|"USA"|"1"|"3500"
"2025-05-03"|"MMR"|"1"|"1500"
"2025-05-03"|"KOR"|"1"|"20000"
"2025-05-04"|"USA"|"2"|"14500"
"2025-05-04"|"AUS"|"1"|"15500"
"2025-05-04"|"MMR"|"1"|"17500"
"2025-05-16"|"CHN"|"1"|"12000"
"2025-05-16"|"IND"|"1"|"4000"
"2025-05-16"|"AUS"|"1"|"2000"
"2025-05-15"|"MMR"|"2"|"3000"
"2025-05-15"|"CHN"|"1"|"14500"
"2025-05-15"|"USA"|"1"|"1000"
"2025-05-14"|"BEL"|"1"|"1000"
"2025-05-14"|"MMR"|"1"|"5000"
"2025-05-14"|"CHE"|"1"|"15000"
"2025-05-14"|"CHN"|"2"|"40000"
"2025-05-13"|"CHN"|"1"|"1000"
"2025-05-13"|"USA"|"1"|"9500"
"2025-05-13"|"MMR"|"1"|"1000"
"2025-05-12"|"DEU"|"1"|"1000"
"2025-05-12"|"CAN"|"1"|"1000"
"2025-05-11"|"ISR"|"1"|"20000"
"2025-05-10"|"GBR"|"1"|"1000"
"2025-05-09"|"ISR"|"1"|"11500"
"2025-05-09"|"MMR"|"2"|"40000"
"2025-05-09"|"NZL"|"1"|"1000"
"2025-05-09"|"CHN"|"1"|"11500"
"2025-05-08"|"CHN"|"2"|"17000"
"2025-05-08"|"KOR"|"1"|"6000"
"2025-05-08"|"USA"|"3"|"3000"
"2025-05-07"|"CAN"|"1"|"4500"
"2025-05-07"|"MMR"|"4"|"26500"
"2025-05-07"|"USA"|"1"|"7000"
"2025-05-06"|"POL"|"1"|"1000"
"2025-05-06"|"RUS"|"1"|"1000"
"2025-05-06"|"CHN"|"1"|"20000"
"2025-05-06"|"USA"|"1"|"2000"
"2025-05-18"|"CHN"|"2"|"11000"
"2025-05-18"|"AUS"|"1"|"1000"
"2025-05-19"|"GBR"|"1"|"20000"
"2025-05-19"|"AUS"|"1"|"5000"
"2025-05-19"|"USA"|"2"|"80000"
"2025-05-19"|"GBR"|"1"|"20000"
"2025-05-19"|"AUS"|"1"|"5000"
"2025-05-19"|"USA"|"4"|"80000"
"2025-05-20"|"FRA"|"1"|"4000"
"2025-05-20"|"CHN"|"1"|"1000"
"2025-05-20"|"CAN"|"1"|"1000"
"2025-05-20"|"GBR"|"1"|"12000"
"2025-05-20"|"FRA"|"1"|"4000"
"2025-05-21"|"CHN"|"1"|"20000"
"2025-05-21"|"MMR"|"1"|"20000"
"2025-05-21"|"NLD"|"1"|"15000"
"2025-05-21"|"DEU"|"1"|"1500"
"2025-05-22"|"CHN"|"3"|"36000"
"2025-05-22"|"GBR"|"1"|"15500"
"2025-05-23"|"ISR"|"1"|"6500"
"2025-05-23"|"CHN"|"1"|"20000"
"2025-05-24"|"AUS"|"1"|"1500"
"2025-05-28"|"MMR"|"1"|"1500"
"2025-05-28"|"FRA"|"1"|"1000"
"2025-05-27"|"MMR"|"1"|"2500"
"2025-05-26"|"GBR"|"1"|"2000"
"2025-05-26"|"MMR"|"1"|"4000"
"2025-05-26"|"JPN"|"1"|"2000"
"2025-05-25"|"NLD"|"1"|"17000"
"2025-05-25"|"IND"|"1"|"16000"
"2025-05-25"|"CHN"|"3"|"23500"
"2025-05-29"|"CHN"|"2"|"22500"
"2025-05-29"|"SWE"|"1"|"3500"
"2025-05-29"|"GBR"|"1"|"1500"
"2025-05-29"|"BEL"|"1"|"1000"
"2025-05-30"|"CHN"|"1"|"20000"
"2025-05-30"|"USA"|"1"|"5000"
"2025-05-30"|"ISR"|"1"|"2500"
"2025-05-01"|"MMR"|"2"|"12000"
"2025-05-01"|"CHN"|"4"|"45000"
"2025-05-01"|"AUS"|"1"|"1000"
"2025-05-31"|"MMR"|"2"|"12000"
"2025-05-31"|"CHN"|"4"|"45000"
"2025-05-31"|"AUS"|"1"|"1000"
"2025-06-01"|"MMR"|"4"|"28500"
"2025-06-02"|"CHN"|"2"|"22500"
"2025-06-02"|"GBR"|"1"|"1500"
"2025-06-02"|"USA"|"1"|"1000"
"2025-06-03"|"CHN"|"2"|"6500"
"2025-06-03"|"GBR"|"1"|"1000"
"2025-06-05"|"CHN"|"2"|"4000"
"2025-06-05"|"AUT"|"1"|"1500"
"2025-06-06"|"DEU"|"1"|"1000"
"2025-06-07"|"POL"|"1"|"3000"
"2025-06-07"|"FRA"|"1"|"1000"
"2025-06-07"|"CHN"|"1"|"1000"
"2025-06-08"|"CHN"|"2"|"21000"
"2025-06-08"|"GBR"|"3"|"3000"
"2025-06-08"|"USA"|"1"|"16000"
"2025-06-08"|"JPN"|"1"|"1500"
"2025-06-09"|"MMR"|"1"|"1500"
"2025-06-09"|"CHN"|"1"|"20000"
"2025-06-10"|"DEU"|"1"|"2000"
"2025-06-11"|"CHN"|"1"|"20000"
"2025-06-11"|"IND"|"1"|"7500"
"2025-06-12"|"NZL"|"1"|"4000"
"2025-06-12"|"CHN"|"1"|"6000"
"2025-06-13"|"CHN"|"3"|"41500"
"2025-06-13"|"GIN"|"1"|"20000"
"2025-06-14"|"ESP"|"1"|"1000"
"2025-06-14"|"MMR"|"1"|"20000"
"2025-06-14"|"ESP"|"1"|"1000"
"2025-06-14"|"MMR"|"1"|"20000"
"2025-06-14"|"ESP"|"1"|"1000"
"2025-06-14"|"MMR"|"1"|"20000"
"2025-06-15"|"CHN"|"2"|"21000"
"2025-06-15"|"USA"|"1"|"2500"
"2025-06-15"|"DEU"|"1"|"4500"
"2025-06-17"|"CHN"|"1"|"1000"
"2025-06-17"|"RUS"|"0"|"1500"
"2025-06-19"|"CHN"|"1"|"1000"
"2025-06-22"|"CHN"|"2"|"22000"
"2025-06-22"|"DEU"|"1"|"4500"
"2025-06-22"|"TWN"|"1"|"20000"
"2025-06-20"|"CHN"|"1"|"3000"
"2025-06-20"|"USA"|"2"|"10000"
"2025-06-23"|"USA"|"1"|"5000"
"2025-06-24"|"MMR"|"1"|"1000"
"2025-06-24"|"CAN"|"1"|"3000"
"2025-06-24"|"USA"|"1"|"20000"
"2025-06-24"|"CHN"|"2"|"36000"
"2025-06-27"|"CHN"|"1"|"20000"
"2025-06-26"|"JPN"|"1"|"20000"
"2025-07-01"|"CHN"|"1"|"1500"
"2025-07-01"|"RUS"|"1"|"10500"
"2025-07-03"|"MMR"|"1"|"1000"
"2025-07-03"|"TUR"|"1"|"1500"
"2025-07-03"|"TWN"|"1"|"4000"
"2025-07-03"|"AUS"|"2"|"15000"
"2025-07-02"|"CHN"|"1"|"8000"
"2025-07-02"|"FRA"|"1"|"20000"
"2025-07-02"|"SDN"|"1"|"3500"
"2025-07-04"|"USA"|"2"|"3500"
"2025-07-04"|"CAN"|"1"|"12000"
"2025-07-04"|"CHN"|"1"|"9000"
"2025-07-04"|"TUR"|"1"|"1000"
"2025-07-13"|"CHN"|"2"|"28500"
"2025-07-07"|"ITA"|"1"|"8000"
"2025-07-07"|"USA"|"1"|"15000"
"2025-07-07"|"GBR"|"1"|"2000"
"2025-07-08"|"USA"|"4"|"43500"
"2025-07-08"|"CAN"|"1"|"20000"
"2025-07-08"|"MMR"|"1"|"3500"
"2025-07-09"|"MMR"|"1"|"5500"
"2025-07-09"|"USA"|"1"|"1500"
"2025-07-09"|"JOR"|"1"|"5000"
"2025-07-10"|"USA"|"1"|"20000"
"2025-07-10"|"MMR"|"1"|"4500"
"2025-07-10"|"IRL"|"1"|"1500"
"2025-07-10"|"DNK"|"1"|"1000"
"2025-07-11"|"USA"|"1"|"5000"
"2025-07-12"|"CAN"|"1"|"1000"
"2025-07-12"|"FRA"|"1"|"1000"
"2025-07-12"|"MMR"|"1"|"1500"
"2025-07-13"|"CHN"|"2"|"28500"
"2025-07-14"|"GBR"|"1"|"20000"
"2025-07-15"|"IND"|"1"|"8500"
"2025-07-16"|"GBR"|"1"|"20000"
"2025-07-16"|"CHN"|"1"|"14500"
"2025-07-17"|"CHN"|"1"|"1000"
"2025-07-18"|"USA"|"1"|"2000"
"2025-07-18"|"CHN"|"1"|"6000"
"2025-07-18"|"MMR"|"1"|"5500"
"2025-07-19"|"CHN"|"1"|"1000"
"2025-07-20"|"CHN"|"1"|"2000"
"2025-07-20"|"USA"|"1"|"2000"
"2025-07-25"|"MMR"|"2"|"3500"
"2025-07-25"|"CHN"|"2"|"23000"
"2025-07-24"|"USA"|"1"|"1000"
"2025-07-23"|"MMR"|"2"|"35000"
"2025-07-22"|"ISR"|"1"|"12000"
"2025-07-31"|"MMR"|"1"|"20000"
"2025-07-31"|"AUS"|"1"|"1000"
"2025-07-30"|"SGP"|"1"|"3000"
"2025-07-28"|"PRT"|"1"|"1000"
"2025-07-27"|"CHN"|"1"|"4500"
"2025-07-27"|"KOR"|"1"|"20000"
"2025-07-26"|"CHN"|"1"|"20000"
"2025-07-26"|"RUS"|"1"|"1500"
"2025-08-01"|"USA"|"3"|"10500"
"2025-08-01"|"CHN"|"1"|"20000"
"2025-08-02"|"USA"|"2"|"5500"
"2025-08-02"|"AUS"|"2"|"2000"
"2025-08-02"|"GBR"|"1"|"14000"
"2025-08-02"|"RUS"|"1"|"1000"
"2025-08-03"|"CHN"|"3"|"22500"
"2025-08-03"|"TWN"|"1"|"1500"
"2025-08-07"|"SGP"|"1"|"5000"
"2025-08-07"|"CHN"|"5"|"100000"
"2025-08-07"|"MMR"|"1"|"1000"
"2025-08-07"|"KOR"|"1"|"1000"
"2025-08-09"|"DNK"|"1"|"5000"
"2025-08-08"|"MMR"|"2"|"8000"
"2025-08-08"|"BRA"|"1"|"1000"
"2025-08-04"|"CHN"|"1"|"20000"
"2025-08-04"|"USA"|"1"|"1500"
"2025-08-04"|"GBR"|"1"|"15000"
"2025-08-05"|"USA"|"1"|"20000"
"2025-08-05"|"AUS"|"1"|"2000"
"2025-08-05"|"NOR"|"1"|"1000"
"2025-08-05"|"CHN"|"1"|"2000"
"2025-08-05"|"GBR"|"1"|"1000"
"2025-08-12"|"DEU"|"1"|"1500"
"2025-08-12"|"AUS"|"1"|"1500"
"2025-08-12"|"CHN"|"3"|"22500"
"2025-08-10"|"CAN"|"1"|"1000"
"2025-08-10"|"CHN"|"1"|"20000"
"2025-08-11"|"GBR"|"1"|"20000"
"2025-08-11"|"CHN"|"2"|"3000"
"2025-08-11"|"KOR"|"1"|"1500"
"2025-08-13"|"USA"|"2"|"22500"
"2025-08-13"|"MMR"|"1"|"8000"
"2025-08-21"|"USA"|"1"|"4000"
"2025-08-21"|"CHN"|"1"|"1000"
"2025-08-21"|"CHN"|"1"|"17500"
"2025-08-20"|"KOR"|"1"|"6000"
"2025-08-20"|"BRA"|"1"|"5000"
"2025-08-20"|"USA"|"2"|"3000"
"2025-08-20"|"MMR"|"1"|"2500"
"2025-08-20"|"NOR"|"1"|"2000"
"2025-08-20"|"AUS"|"1"|"1500"
"2025-08-20"|"ARG"|"1"|"1500"
"2025-08-20"|"GBR"|"1"|"1500"
"2025-08-19"|"USA"|"2"|"23500"
"2025-08-19"|"JPN"|"1"|"500"
"2025-08-18"|"USA"|"1"|"20000"
"2025-08-18"|"MMR"|"3"|"57000"
"2025-08-17"|"MMR"|"1"|"2000"
"2025-08-17"|"GBR"|"2"|"22500"
"2025-08-17"|"DEU"|"1"|"20000"
"2025-08-16"|"MMR"|"2"|"14500"
"2025-08-16"|"CHN"|"2"|"40000"
"2025-08-16"|"FRA"|"1"|"16000"
"2025-08-16"|"CAN"|"2"|"21000"
"2025-08-15"|"CHN"|"1"|"20000"
"2025-08-15"|"SVN"|"1"|"20000"
"2025-08-15"|"GBR"|"1"|"2500"
"2025-08-22"|"CHL"|"1"|"1500"
"2025-08-22"|"CHN"|"2"|"21500"
"2025-08-22"|"MMR"|"1"|"1000"
"2025-08-23"|"EGY"|"1"|"11500"
"2025-08-23"|"CHN"|"4"|"44500"
"2025-08-25"|"GBR"|"3"|"13500"
"2025-08-25"|"AUS"|"1"|"19000"
"2025-08-25"|"CHN"|"1"|"1500"
"2025-08-26"|"CHN"|"2"|"9000"
"2025-08-26"|"TUR"|"1"|"2500"
"2025-08-26"|"USA"|"1"|"4000"
"2025-08-27"|"USA"|"1"|"20000"
"2025-08-27"|"DEU"|"1"|"2000"
"2025-08-27"|"ISR"|"1"|"1000"
"2025-08-27"|"CHE"|"1"|"1000"
"2025-08-27"|"MYS"|"1"|"20000"
"2025-08-28"|"MMR"|"1"|"2000"
"2025-08-28"|"CHN"|"1"|"20000"
"2025-08-28"|"FRA"|"1"|"20000"
"2025-08-28"|"USA"|"1"|"1500"
"2025-08-28"|"GBR"|"1"|"12500"
"2025-08-28"|"CIV"|"1"|"2500"
"2025-08-29"|"DNK"|"1"|"1000"
"2025-08-29"|"FRA"|"1"|"1500"
"2025-08-29"|"CHN"|"1"|"20000"
"2025-08-29"|"TWN"|"1"|"1000"
"2025-08-31"|"USA"|"2"|"16500"
"2025-08-31"|"CRI"|"1"|"5000"
"2025-08-31"|"MMR"|"2"|"5000"
"2025-08-31"|"DEU"|"1"|"16500"
"2025-09-11"|"MMR"|"2"|"8000"
"2025-09-11"|"USA"|"1"|"1500"
"2025-09-11"|"CHN"|"1"|"20000"
"2025-09-11"|"NZL"|"1"|"4000"
"2025-09-11"|"FRA"|"1"|"14500"
"2025-09-10"|"NZL"|"1"|"2500"
"2025-09-10"|"SWE"|"1"|"1500"
"2025-09-10"|"BEL"|"1"|"20000"
"2025-09-09"|"CHN"|"3"|"6500"
"2025-09-08"|"AUS"|"1"|"1500"
"2025-09-08"|"CHN"|"1"|"1500"
"2025-09-06"|"USA"|"1"|"20000"
"2025-09-05"|"USA"|"1"|"9000"
"2025-09-05"|"GBR"|"1"|"2500"
"2025-09-05"|"CHN"|"1"|"1000"
"2025-09-03"|"USA"|"1"|"8000"
"2025-09-03"|"ISR"|"1"|"10500"
"2025-09-03"|"CHN"|"1"|"10000"
"2025-09-03"|"AUS"|"2"|"40000"
"2025-09-02"|"NZL"|"1"|"14500"
"2025-09-02"|"GBR"|"1"|"13000"
"2025-09-02"|"MMR"|"2"|"8000"
"2025-09-02"|"USA"|"2"|"2000"
"2025-09-01"|"USA"|"1"|"2500"
"2025-09-13"|"CHN"|"1"|"1000"
"2025-09-13"|"MMR"|"1"|"6500"
"2025-09-12"|"JPN"|"3"|"4500"
"2025-09-12"|"NLD"|"2"|"2000"
"2025-09-19"|"USA"|"1"|"4000"
"2025-09-19"|"NLD"|"1"|"3000"
"2025-09-19"|"CHN"|"1"|"1000"
"2025-09-19"|"FRA"|"1"|"2500"
"2025-09-19"|"GBR"|"1"|"20000"
"2025-09-18"|"CHN"|"1"|"1000"
"2025-09-18"|"KOR"|"1"|"1000"
"2025-09-17"|"MMR"|"1"|"1000"
"2025-09-17"|"USA"|"1"|"3000"
"2025-09-16"|"CHN"|"1"|"13500"
"2025-09-16"|"MMR"|"1"|"1500"
"2025-09-16"|"AUS"|"1"|"1000"
"2025-09-16"|"GBR"|"1"|"7000"
"2025-09-16"|"USA"|"2"|"10000"
"2025-09-15"|"CAN"|"1"|"11000"
"2025-09-15"|"KOR"|"1"|"14500"
"2025-09-14"|"MMR"|"1"|"4500"
"2025-09-14"|"CHN"|"4"|"23000"
"2025-09-14"|"SVN"|"1"|"19500"
"2025-09-21"|"USA"|"2"|"22000"
"2025-09-22"|"CHN"|"1"|"1500"
"2025-09-22"|"MMR"|"2"|"18000"
"2025-09-22"|"KOR"|"4"|"6000"
"2025-09-24"|"CHN"|"3"|"23000"
"2025-09-24"|"MMR"|"2"|"7000"
"2025-09-24"|"USA"|"2"|"3000"
"2025-09-25"|"GBR"|"2"|"11500"
"2025-09-25"|"MMR"|"1"|"6000"
"2025-09-25"|"CHN"|"2"|"2000"
"2025-09-25"|"TWN"|"1"|"1000"
"2025-10-07"|"CHN"|"1"|"2000"
"2025-10-06"|"MMR"|"1"|"3000"
"2025-10-06"|"USA"|"1"|"20000"
"2025-10-04"|"MMR"|"1"|"20000"
"2025-10-04"|"NLD"|"1"|"1500"
"2025-10-04"|"USA"|"1"|"1000"
"2025-10-03"|"CHN"|"1"|"20000"
"2025-10-03"|"MMR"|"1"|"1000"
"2025-10-03"|"POL"|"1"|"1000"
"2025-10-01"|"USA"|"2"|"2000"
"2025-10-01"|"RUS"|"2"|"17000"
"2025-10-01"|"ISR"|"1"|"2000"
"2025-10-01"|"AUS"|"2"|"5000"
"2025-10-01"|"KOR"|"4"|"7000"
"2025-10-02"|"CHN"|"2"|"21500"
"2025-10-02"|"KOR"|"2"|"4000"
"2025-10-09"|"CHN"|"1"|"1000"
"2025-10-09"|"USA"|"1"|"20000"
"2025-10-09"|"JPN"|"1"|"3500"
"2025-10-12"|"USA"|"1"|"5500"
"2025-10-12"|"CHN"|"1"|"1500"
"2025-10-13"|"MMR"|"1"|"8000"
"2025-10-14"|"CHN"|"3"|"60000"
"2025-10-14"|"MMR"|"1"|"2000"
"2025-10-14"|"USA"|"2"|"40000"
"2025-10-14"|"KOR"|"2"|"2000"
"2025-10-15"|"USA"|"2"|"21000"
"2025-10-16"|"MMR"|"1"|"1000"
"2025-10-16"|"CHN"|"3"|"25000"
"2025-10-16"|"DUE"|"1"|"20000"
"2025-10-17"|"ISR"|"1"|"2500"
"2025-10-17"|"FRA"|"1"|"15000"
"2025-10-17"|"MMR"|"1"|"1500"
"2025-10-17"|"CHN"|"4"|"80000"
"2025-10-18"|"CHN"|"2"|"10500"
"2025-10-18"|"TWN"|"1"|"2000"
"2025-10-19"|"CHN"|"2"|"21000"
"2025-10-19"|"USA"|"1"|"1000"
"2025-10-20"|"CHN"|"2"|"36000"
"2025-10-20"|"TWN"|"1"|"8000"
"2025-10-21"|"CHN"|"1"|"1000"
"2025-10-21"|"USA"|"1"|"20000"
"2025-10-22"|"USA"|"2"|"3000"
"2025-10-22"|"IRQ"|"1"|"3500"
"2025-10-22"|"CHN"|"2"|"4000"
"2025-10-23"|"MMR"|"1"|"6000"
"2025-10-25"|"CZE"|"1"|"20000"
"2025-10-25"|"CHN"|"2"|"23000"
"2025-10-27"|"KOR"|"1"|"12500"
"2025-10-27"|"ISR"|"2"|"2000"
"2025-10-27"|"CHN"|"2"|"21500"
"2025-10-28"|"CHN"|"1"|"1000"
"2025-10-28"|"CRI"|"1"|"10500"
"2025-10-28"|"USA"|"1"|"20000"
"2025-10-29"|"CHN"|"1"|"20000"
"2025-10-30"|"KHM"|"2"|"26000"
"2025-10-30"|"CHN"|"1"|"20000"
"2025-10-31"|"CHN"|"3"|"22500"
"2025-10-31"|"MMR"|"1"|"2500"
"2025-11-01"|"USA"|"1"|"3500"
"2025-11-02"|"MMR"|"1"|"1000"
"2025-11-03"|"CHN"|"1"|"1500"
"2025-11-03"|"SWE"|"1"|"1500"
"2025-11-04"|"CHN"|"3"|"11500"
"2025-11-04"|"USA"|"1"|"1500"
"2025-11-04"|"GBR"|"1"|"1000"
"2025-11-04"|"ISR"|"1"|"1000"
"2025-11-05"|"CHN"|"2"|"11000"
"2025-11-05"|"AUS"|"1"|"1500"
"2025-11-07"|"CHN"|"1"|"1000"
"2025-11-08"|"MMR"|"1"|"1000"
"2025-11-09"|"CHN"|"3"|"60000"
"2025-11-09"|"MYS"|"1"|"1500"
"2025-11-10"|"COL"|"2"|"2000"
"2025-11-10"|"USA"|"1"|"5000"
"2025-11-11"|"CHN"|"2"|"40000"
"2025-11-11"|"MMR"|"1"|"19500"
"2025-11-12"|"USA"|"1"|"2000"
"2025-11-12"|"ISR"|"1"|"1000"
"2025-11-12"|"USA"|"1"|"2000"
"2025-11-12"|"ISR"|"1"|"1000"
"2025-11-13"|"CHE"|"1"|"6500"
"2025-11-13"|"MYS"|"1"|"1000"
"2025-11-14"|"MMR"|"1"|"1500"
"2025-11-14"|"USA"|"1"|"20000"
"2025-11-14"|"MEX"|"1"|"20000"
"2025-11-15"|"ESP"|"1"|"1500"
"2025-11-15"|"USA"|"1"|"1000"
"2025-11-15"|"MMR"|"1"|"3500"
"2025-11-16"|"CHN"|"1"|"20000"
"2025-11-17"|"IRL"|"1"|"10500"
"2025-11-17"|"TWN"|"1"|"9500"
"2025-11-17"|"FRA"|"1"|"6000"
"2025-11-17"|"MEX"|"1"|"2000"
"2025-11-17"|"CAN"|"1"|"1000"
"2025-11-17"|"CHN"|"1"|"1000"
"2025-11-17"|"ISR"|"1"|"1000"
"2025-11-17"|"USA"|"2"|"2000"
"2025-11-18"|"CHN"|"6"|"54500"
"2025-11-19"|"CHE"|"1"|"8500"
"2025-11-20"|"USA"|"1"|"1500"
"2025-11-20"|"CAN"|"1"|"7000"
"2025-11-20"|"ESP"|"1"|"11500"
"2025-11-20"|"CHN"|"3"|"37000"
"2025-11-21"|"AUS"|"1"|"2500"
"2025-11-21"|"CHN"|"2"|"40000"
"2025-11-21"|"CAN"|"1"|"2500"
"2025-11-21"|"RUS"|"2"|"3000"
"2025-11-22"|"CHN"|"2"|"21000"
"2025-11-22"|"DEU"|"1"|"1000"
"2025-11-22"|"ISR"|"2"|"40000"
"2025-11-22"|"NLD"|"1"|"7000"
"2025-11-25"|"CHN"|"1"|"12000"
"2025-11-25"|"MMR"|"2"|"8000"
"2025-11-25"|"USA"|"1"|"7000"
"2025-11-24"|"GBR"|"1"|"7000"
"2025-11-23"|"CHN"|"1"|"20000"
"2025-11-26"|"CHN"|"7"|"112000"
"2025-11-26"|"USA"|"1"|"1000"
"2025-11-26"|"ISR"|"1"|"1000"
"2025-11-27"|"CHN"|"3"|"46000"
"2025-11-27"|"MYS"|"2"|"12500"
"2025-11-27"|"MMR"|"3"|"4000"
"2025-11-28"|"MMR"|"1"|"1000"
"2025-11-28"|"CHN"|"0"|"26500"
"2025-11-29"|"CHN"|"3"|"30500"
"2025-11-29"|"USA"|"2"|"7500"
"2025-11-29"|"GBR"|"1"|"20000"
"2025-11-30"|"USA"|"1"|"9000"
"2025-11-30"|"HKG"|"1"|"14000"
"2025-11-30"|"DNK"|"1"|"15000"
"2025-12-01"|"MMR"|"1"|"10000"
"2025-12-01"|"BRB"|"1"|"7000"
"2025-12-01"|"CHN"|"1"|"20000"
"2025-12-07"|"CHN"|"2"|"13500"
"2025-12-07"|"GBR"|"3"|"6500"
"2025-12-09"|"DEU"|"1"|"2500"
"2025-12-09"|"CHN"|"1"|"20000"
"2025-12-10"|"GBR"|"1"|"2500"
"2025-12-10"|"ROU"|"1"|"1000"
"2025-12-10"|"CHN"|"1"|"20000"
"2025-12-08"|"CHN"|"4"|"33500"
"2025-12-08"|"DEU"|"1"|"3000"
"2025-12-08"|"ISR"|"1"|"7500"
"2025-12-08"|"MMR"|"2"|"1000"
"2025-12-02"|"CHN"|"2"|"23500"
"2025-12-02"|"NOR"|"1"|"13500"
"2025-12-02"|"USA"|"2"|"21500"
"2025-12-02"|"MMR"|"1"|"2000"
"2025-12-03"|"USA"|"1"|"1500"
"2025-12-03"|"CHN"|"4"|"50000"
"2025-12-04"|"VNM"|"1"|"5000"
"2025-12-04"|"CHN"|"2"|"40000"
"2025-12-05"|"GBR"|"1"|"1500"
"2025-12-05"|"CHN"|"6"|"48000"
"2025-12-05"|"NZL"|"1"|"20000"
"2025-12-06"|"USA"|"2"|"5000"
"2025-12-06"|"CHN"|"1"|"20000"
"2025-12-11"|"USA"|"1"|"11000"
"2025-12-11"|"AUS"|"1"|"21000"
"2025-12-11"|"CHN"|"1"|"1500"
"2025-12-11"|"MMR"|"1"|"1000"
"2025-12-12"|"CHN"|"2"|"4000"
"2025-12-12"|"MMR"|"1"|"1500"
"2025-12-12"|"DEU"|"1"|"13000"
"2025-12-13"|"USA"|"1"|"1000"
"2025-12-14"|"CHN"|"2"|"21000"
"2025-12-14"|"USA"|"2"|"33500"
"2025-12-15"|"NLD"|"1"|"1000"
"2025-12-15"|"USA"|"1"|"14000"
"2025-12-15"|"JPN"|"1"|"1500"
"2025-12-15"|"AUT"|"1"|"1000"
"2025-12-16"|"CHN"|"1"|"1000"
"2025-12-16"|"BEL"|"1"|"1500"
"2025-12-16"|"USA"|"1"|"1000"
"2025-12-16"|"SWE"|"1"|"1000"
"2025-12-16"|"HKG"|"1"|"4000"
"2025-12-18"|"CHN"|"3"|"23000"
"2025-12-18"|"BEL"|"1"|"1500"
"2025-12-17"|"DEU"|"2"|"19500"
"2025-12-17"|"CHN"|"1"|"3000"
"2025-12-17"|"CHE"|"1"|"1000"
"2025-12-24"|"CHN"|"3"|"45500"
"2025-12-23"|"CHN"|"2"|"22000"
"2025-12-23"|"USA"|"1"|"1000"
"2025-12-22"|"MMR"|"2"|"16000"
"2025-12-22"|"ISR"|"1"|"1500"
"2025-12-21"|"ITA"|"1"|"20000"
"2025-12-21"|"CHN"|"3"|"41000"
"2025-12-21"|"GHA"|"1"|"20000"
"2025-12-20"|"MMR"|"2"|"22500"
"2025-12-20"|"CHN"|"4"|"42500"
"2025-12-20"|"TWN"|"1"|"1000"
"2025-12-20"|"FRA"|"1"|"1000"
"2025-12-19"|"GBR"|"1"|"13000"
"2025-12-19"|"CHN"|"2"|"2000"
"2025-12-19"|"CAN"|"1"|"1000"
"2025-12-25"|"CHN"|"2"|"39000"
"2025-12-25"|"USA"|"1"|"2500"
"2025-12-26"|"MMR"|"1"|"3500"
"2025-12-26"|"CHN"|"3"|"60000"
"2025-12-27"|"CHN"|"3"|"28000"
"2025-12-28"|"NLD"|"1"|"1000"
"2025-12-28"|"DEU"|"1"|"2000"
"2025-12-28"|"CHN"|"2"|"4500"
"2025-12-28"|"IRL"|"1"|"4000"
